#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20170416,5501378510,71285703,5572664213,1.28,705137487,7094908,712232395,1.0
20170417,5904115499,77252270,5981367769,1.29,730104986,7828697,737933683,1.06
20170418,5882896378,83198193,5966094571,1.39,744904552,8596797,753501349,1.14
20170419,6131692695,88735574,6220428269,1.43,779728454,8398882,788127336,1.07
20170420,6106631799,83605157,6190236956,1.35,671564464,8702134,680266598,1.28
20170421,5778906393,77224371,5856130764,1.32,653335085,8402207,661737292,1.27
20170422,5134748411,71333168,5206081579,1.37,625254877,7788844,633043721,1.23
20170423,4968740311,69736818,5038477129,1.38,645748074,7848668,653596742,1.2
20170424,5680883917,77636029,5758519946,1.35,658392344,9036272,667428616,1.35
20170425,6892679131,87320649,6979999780,1.25,733813690,9551452,743365142,1.28
20170426,5246046009,82330560,5328376569,1.55,677242843,9047863,686290706,1.32
20170427,5364350551,82452724,5446803275,1.51,658487229,8885728,667372957,1.33
20170428,5728395491,82422644,5810818135,1.42,659809622,8701830,668511452,1.3
20170429,5591104561,72576680,5663681241,1.28,643359943,8212835,651572778,1.26
20170430,5337215989,70463628,5407679617,1.3,639120790,8206355,647327145,1.27
20170501,5405435407,73309261,5478744668,1.34,659988723,8338221,668326944,1.25
20170502,5787164042,78505807,5865669849,1.34,664970994,8605410,673576404,1.28
20170503,6072981311,78845172,6151826483,1.28,697651739,8050629,705702368,1.14
20170504,5704729949,77368274,5782098223,1.34,677965344,8278843,686244187,1.21
20170505,5490777790,77198983,5567976773,1.39,660768603,8039993,668808596,1.2
20170506,5103332031,73067922,5176399953,1.41,647055305,7834384,654889689,1.2
20170507,5050997527,71809679,5122807206,1.4,654166697,7615619,661782316,1.15
20170508,5515976773,76649190,5592625963,1.37,644355039,8284910,652639949,1.27
20170509,5628585406,78017637,5706603043,1.37,640987250,9193594,650180844,1.41
20170510,5520867822,79504838,5600372660,1.42,666362227,8957739,675319966,1.33
20170511,5570393001,81894387,5652287388,1.45,665363009,9611351,674974360,1.42
20170512,5440118745,78620012,5518738757,1.42,658282450,9224766,667507216,1.38
20170513,4909322511,73175822,4982498333,1.47,625419895,8264067,633683962,1.3
